SA1_7DIGITCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
1100701,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,6,5,0,9
1100702,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,0,7
1100703,0,0,0,0,0,0,3,0,3,8,7,0,16,0,0,0,16,9,0,28
1100704,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,5,3,0,11
1100705,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,14,11,0,25
1100706,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,6,0,0,7
1100707,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,3,3,0,12
1100708,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,10
1100709,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,7
1100710,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,3,11,0,14
1100801,0,0,0,0,0,0,0,0,0,10,7,0,15,0,0,0,15,0,0,12
1100802,0,0,0,0,0,0,0,0,0,11,8,0,21,0,0,0,21,11,0,29
1100803,0,0,0,0,0,0,0,0,0,6,6,0,10,0,0,0,13,20,0,34
1100804,0,0,0,0,0,0,0,0,3,7,0,0,8,0,0,0,14,11,0,25
1100805,0,0,0,0,0,0,0,0,0,3,6,0,14,0,0,0,17,27,0,38
1100806,0,0,0,0,0,0,0,0,0,5,7,0,12,0,0,0,12,12,0,23
1100807,0,0,0,0,0,0,0,0,0,9,8,0,12,0,0,0,19,9,0,26
1100808,0,0,0,0,0,0,0,0,0,17,3,0,23,0,3,8,27,7,0,35
1100809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100810,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,3,7,0,7
1100811,0,0,0,0,0,0,0,0,0,10,3,0,16,0,0,0,11,0,0,17
1100812,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,0,0,10
1100813,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,10,8,0,16
1100814,0,0,0,0,0,0,0,0,0,9,3,0,13,0,0,0,13,3,0,18
1100815,0,0,0,0,0,0,0,0,0,7,5,0,18,0,4,4,22,6,3,27
1100816,0,0,0,0,0,0,0,0,0,8,5,0,16,0,0,0,18,24,0,39
1100817,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,11,5,0,14
1100818,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,8,7,0,18
1100819,0,0,0,0,0,0,0,0,0,11,6,0,15,0,0,0,18,0,0,21
1100820,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,7,9,0,11
1100821,0,0,0,0,0,0,0,0,0,10,3,0,17,0,0,0,17,3,0,17
1100822,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,5
1100823,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,5,3,0,14
1100901,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,7,0,0,9
1100902,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,12,8,0,20
1100904,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,7,10,0,17
1100905,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,14,14,0,27
1100907,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,3,11,6,0,15
1100908,0,0,0,0,0,0,0,0,0,14,3,0,15,0,0,3,15,4,0,26
1100909,0,0,0,0,0,0,0,0,0,13,8,0,19,0,0,0,20,3,0,22
1100910,0,0,0,0,0,0,0,0,0,10,10,0,19,0,0,0,18,0,0,25
1100911,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,15,3,0,17
1100912,0,0,0,0,0,0,0,0,0,8,3,0,9,0,0,0,9,8,0,17
1100913,0,0,0,0,0,0,0,0,3,21,6,3,26,0,0,0,26,14,0,44
1100914,0,0,0,0,0,0,0,0,0,11,4,0,12,0,0,0,9,6,0,17
1100915,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,14,8,0,26
1100916,0,0,0,0,0,0,0,0,0,7,3,0,14,0,0,0,18,8,0,23
1100917,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,3,0,11
1100918,0,0,0,0,0,0,0,0,0,11,8,0,17,0,0,0,17,8,0,23
1100919,0,0,0,0,0,0,0,0,0,24,3,0,27,0,0,0,27,3,0,27
1100920,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,9,7,0,16
1100921,0,0,0,0,0,0,0,0,0,4,7,0,5,0,0,0,5,10,0,19
1100923,0,0,0,0,0,0,0,0,0,4,7,0,9,0,0,0,9,6,0,17
1100924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100925,0,0,0,0,0,0,0,0,0,12,3,0,15,0,0,0,15,5,0,18
1100926,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,10,4,0,15
1100927,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,10,0,0,14
1100928,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,14,4,0,13
1100929,0,0,0,0,0,0,0,0,0,8,5,0,12,0,0,0,12,17,0,35
1101001,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,9,0,0,4
1101002,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,8
1101003,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,4
1101004,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,4
1101006,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,7,3,0,14
1101007,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,3,0,0,8
1101008,0,0,0,0,0,0,0,0,0,11,5,0,18,4,3,7,22,15,0,32
1101009,0,0,0,0,0,0,0,0,0,7,8,0,11,0,0,0,11,4,0,22
1101010,0,0,0,0,0,0,3,0,3,5,3,0,11,0,0,0,11,7,0,18
1101011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101012,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,3
1101013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
1101015,0,0,0,0,0,0,0,0,0,7,0,0,8,0,3,3,11,4,0,15
1101016,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,0,16
1101017,0,0,0,0,0,0,0,0,0,14,0,5,12,0,0,0,19,8,0,22
1101101,0,0,0,0,0,0,0,0,0,7,4,0,11,0,0,0,15,0,0,12
1101102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
1101103,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,4,0,5
1101104,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,5,0,10
1101105,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,7,0,0,5
1101106,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3
1101107,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,4,0,7
1101108,0,0,0,0,0,0,0,0,0,8,3,3,13,0,0,0,13,7,0,20
1101109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1101110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101111,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,9,4,0,7
1101112,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,0,0,8
1101113,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4
1101115,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5
1101116,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,10
1101117,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,3
1101118,0,0,0,0,0,0,0,0,0,5,5,0,7,0,0,0,10,3,0,14
1101119,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,6
1101120,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,6,0,8
1101122,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,0,0,5
1101123,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
1101125,0,0,0,0,0,0,0,0,0,10,4,3,20,0,0,0,24,8,0,29
1101126,0,0,0,0,0,0,0,0,0,10,3,0,14,0,0,0,14,0,0,16
1101127,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
1101128,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
1101129,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,7
1101130,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,10
1101131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101132,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,0,0,8
1101133,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,0,0,8
1101134,0,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,8,0,0,8
1101135,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,5,0,0,9
1101136,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,3,0,6
1101137,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
1101139,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4
1101140,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,9,0,0,10
1101141,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,0,0,4
1101142,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8
1101143,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5
1101144,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,5,0,0,3
1101145,0,0,0,0,0,0,0,0,0,7,3,0,11,0,0,0,11,4,0,16
1101146,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
1101147,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,8,3,0,11
1101148,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
1101149,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6
1101150,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,10,0,0,10
1101151,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
1101152,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
1101201,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,8,0,0,8
1101202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1101203,0,0,0,0,0,0,0,0,0,8,4,0,13,0,0,0,13,3,0,17
1101204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101205,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,6
1101206,0,0,0,0,0,0,0,0,0,7,6,0,6,0,0,0,6,0,0,11
1101207,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,10,0,0,10
1101208,0,0,0,0,0,0,0,0,0,10,5,0,15,0,0,0,16,3,0,23
1101209,0,0,0,0,0,0,0,0,0,7,3,0,15,0,0,0,15,0,0,13
1101210,0,0,0,0,0,0,0,0,0,12,3,0,20,0,0,0,20,7,0,29
1101211,0,0,0,0,0,0,0,0,0,10,4,0,16,0,0,0,16,3,0,19
1101212,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,9,0,0,9
1101213,0,0,0,0,0,0,0,0,0,4,4,0,13,0,0,0,13,3,0,16
1101214,0,0,0,0,0,0,0,0,0,7,3,0,15,0,0,0,15,0,0,12
1101215,0,0,0,0,0,0,0,0,0,8,4,0,11,0,0,0,12,3,0,17
1101216,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,0,0,6
1101217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101218,0,0,0,0,0,0,0,0,0,19,7,0,20,0,0,0,20,7,0,26
1101219,0,0,0,0,0,0,0,0,0,15,3,0,17,0,0,0,25,5,0,31
1101220,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,11,4,0,17
1101221,0,0,0,0,0,0,0,0,0,13,0,0,16,0,0,0,16,0,0,16
1101222,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,12,3,0,15
1101223,0,0,0,0,0,0,0,0,0,17,6,0,26,0,0,0,26,5,0,30
1101224,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,16,0,0,16
1101225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101227,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3
1101228,0,0,0,0,0,0,0,0,0,11,3,0,9,0,0,0,9,7,0,17
1101229,0,0,0,0,0,0,0,0,3,9,3,4,14,0,0,0,14,12,0,29
1101230,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,15,11,0,28
1101231,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8
1101232,0,0,0,0,0,0,0,0,0,5,4,0,13,0,0,0,15,0,0,12
1101301,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,4,0,14
1101302,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,9,0,18
1101303,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,13
1101304,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,10,8,0,17
1101305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1101306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
1101307,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,8,0,13
1101308,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
1101401,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,0,8,8,0,17
1101402,0,3,0,0,0,3,0,0,3,11,12,0,21,0,0,0,21,8,0,26
1101403,0,0,0,0,0,0,0,0,0,3,9,0,11,0,0,0,11,6,0,17
1101404,0,0,0,0,0,0,0,0,0,5,6,0,15,0,3,0,18,9,0,26
1101405,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,8,12,0,26
1101406,0,0,0,0,0,0,0,0,0,5,10,0,10,0,0,0,13,14,0,23
1101407,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,17
1101408,0,0,0,0,0,0,0,0,0,6,3,0,10,0,0,0,10,0,0,7
1101409,0,0,0,0,0,0,0,0,0,9,3,0,9,0,0,0,12,3,0,19
1101410,0,0,0,0,0,0,0,0,3,3,11,0,18,3,0,3,18,7,0,27
1101411,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,0,10,13,0,22
1101412,0,0,0,0,0,0,0,0,0,6,5,0,14,0,0,0,11,15,0,25
1101413,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,11,8,0,17
1101414,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,0,9,0,0,9
1101415,0,0,0,0,0,0,0,0,0,16,5,0,20,0,0,0,25,8,0,30
1101417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101418,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,6
1101419,0,0,0,0,0,0,0,0,0,5,11,0,15,0,0,0,18,10,0,26
1101501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9
1101505,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
1101511,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6
1101512,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
1101514,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,3
1101515,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,4,0,8
1101516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101517,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3
1101518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1101519,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5
1101520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1101521,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,8
1101522,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,3
1101523,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
1101524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101602,0,0,0,0,0,0,0,0,0,6,5,0,11,0,0,0,10,8,0,17
1101603,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,6
1101604,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,3,0,10
1101605,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,5,3,0,6
1101606,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,6,6,0,14
1101607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
1101608,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,10
1101609,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,7
1101610,0,0,0,0,0,0,0,0,0,10,7,0,13,0,0,0,18,6,0,23
1101611,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
1101612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101613,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,0,4
1101614,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,10,0,0,10
1101615,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,0,6,3,0,11
1101616,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,7,3,0,9
1101617,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,3,0,12
1101618,0,0,0,0,0,0,0,0,0,13,4,0,14,0,0,0,21,8,0,25
1101619,0,0,0,0,0,0,0,0,0,6,3,0,14,0,0,0,14,3,0,19
1101620,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,9,3,0,12
1101701,0,0,0,0,0,0,0,0,0,3,6,4,14,0,0,4,20,18,0,38
1101702,0,0,0,0,0,0,0,0,0,5,5,0,9,0,0,0,11,7,0,19
1101703,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,10,0,11
1101704,0,0,0,0,0,0,0,0,5,0,5,5,11,0,0,0,12,18,0,32
1101705,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,7,0,16
1101706,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,13,6,0,15
1101707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101708,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,6,5,0,6
1101709,0,0,0,0,0,0,0,0,0,6,3,0,10,0,0,3,16,9,0,19
1101710,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,5,0,8
1101711,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,3,11,4,0,11
1101712,0,0,0,0,0,0,0,0,0,7,9,0,16,0,0,0,17,12,0,32
1101713,0,0,0,0,0,0,0,0,0,3,4,0,8,0,3,3,7,11,0,21
1101714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101716,0,0,0,0,0,0,0,0,0,4,9,0,16,4,0,4,16,11,0,27
1101717,0,0,0,0,0,0,0,0,0,4,7,0,9,0,0,0,8,4,0,18
1101718,0,0,0,0,0,0,3,0,3,8,3,0,6,0,0,0,11,18,0,28
1101719,0,0,0,0,0,0,0,0,0,4,9,0,8,0,0,0,13,6,0,22
1101720,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,3,0,10
1101721,0,0,0,0,0,0,0,0,0,3,4,4,14,0,0,0,14,14,0,27
1101722,0,0,0,0,0,0,0,0,0,5,8,0,14,3,0,3,18,10,0,24
1101801,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,3,0,7
1101802,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,11,0,0,11
1101803,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,9,3,0,13
1101804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1101805,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,6
1101806,0,0,0,0,0,0,0,0,0,9,5,0,13,0,5,4,18,12,0,35
1101807,0,0,0,0,0,0,0,0,0,3,6,3,12,4,0,4,17,12,0,31
1101808,0,0,0,0,0,0,0,0,0,12,9,0,23,0,0,0,20,15,0,33
1101809,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,7
1101810,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,12,3,0,12
1101811,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,8,0,15
1101812,0,0,0,0,0,0,0,0,0,0,12,0,11,0,3,3,13,14,0,29
1101813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,10
1101814,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,3,0,10
1101815,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,9,9,0,18
1101816,0,0,0,0,0,0,0,0,0,6,7,0,13,0,0,0,14,8,0,25
1101817,0,0,0,0,0,0,0,0,0,3,8,0,12,0,0,0,12,4,0,15
1101818,0,0,0,0,0,0,0,0,0,7,7,0,13,0,0,0,13,12,0,22
1101819,0,0,0,0,0,0,0,0,3,0,11,0,11,0,0,0,11,10,0,22
1101820,0,0,0,0,0,0,3,0,0,3,3,0,6,0,0,0,6,16,0,23
1101821,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,3
1101822,0,0,0,0,0,0,0,0,0,10,6,0,16,0,0,0,14,7,0,20
1101823,0,0,0,0,0,0,0,0,0,3,8,0,11,0,0,0,11,20,0,34
1101824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101901,0,0,0,0,0,0,0,0,0,6,6,0,12,0,0,0,11,8,0,23
1101902,0,0,0,0,0,0,0,0,0,5,5,0,14,0,0,3,18,5,0,17
1101903,0,0,0,0,0,0,0,0,0,3,10,0,9,0,0,3,16,4,0,21
1101904,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,11,29,0,39
1101905,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,30,0,35
1101906,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,4,15,9,0,19
1101907,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,8,7,0,18
1101909,0,0,0,0,0,0,0,0,0,5,7,0,14,0,0,0,14,5,0,17
1101911,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,7,0,0,9
1101912,0,0,0,0,0,0,0,0,0,4,9,0,12,0,0,0,12,4,0,15
1101913,0,0,0,0,0,0,0,0,0,6,3,0,15,0,0,0,15,3,0,15
1101914,0,0,0,0,0,0,0,0,0,7,6,0,8,0,0,0,8,0,0,12
1101915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1101916,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,4,0,10
1101917,0,0,0,0,0,0,0,0,0,3,4,0,9,3,0,3,14,4,0,17
1101918,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,0,0,3
1101919,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,11,3,0,14
1101920,0,0,0,0,0,0,0,0,0,12,3,0,17,0,0,0,17,3,0,23
1101921,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,5,3,0,12
1101922,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,0,0,11
1101923,0,0,0,0,0,0,0,0,0,4,4,0,9,0,3,3,10,10,0,19
1102001,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,8
1102002,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,5,3,0,14
1102003,0,0,0,0,0,0,0,0,0,7,7,0,6,0,3,3,13,9,0,19
1102004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,14
1102005,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4
1102006,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,10,12,0,21
1102007,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,3,0,7
1102008,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,7,3,0,16
1102009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102011,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,8,3,0,11
1102012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102013,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9
1102014,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,10
1102015,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,3
1102016,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,9
1102017,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,3
1102018,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,10,9,0,15
1102019,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,8,11,0,14
1102020,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,10,6,0,18
1102021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102022,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,10,4,0,13
1102023,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,5
1102024,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,8
1102025,0,0,0,0,0,0,0,0,0,4,8,0,10,0,0,3,15,5,0,21
1102026,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
